"ENROLLMENT ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20020812000015,100 BIBLE XING,,DECHERD,TN,373243886,,
O20020812000015,1260 UNIVERSITY AVE,,SEWANEE,TN,373752303,,
O20020812000015,186 HOSPITAL RD,STE 200,WINCHESTER,TN,373982473,,
O20020812000015,94 HOSPITAL RD,,WINCHESTER,TN,373982491,,
O20020814000009,10 HIGH ST,STE 105,LEWISTON,ME,042407640,,
O20020814000009,10 HIGH ST,STE 204,LEWISTON,ME,042407657,,
O20020814000009,10 HIGH ST,STE 301,LEWISTON,ME,042407656,,
O20020814000009,105 TOPSHAM FAIR MALL RD,,TOPSHAM,ME,040861773,,
O20020814000009,12 HIGH ST,STE 205,LEWISTON,ME,042407689,,
O20020814000009,12 HIGH ST,STE 301,LEWISTON,ME,042407689,,
O20020814000009,12 HIGH STREET,SUITE 103,LEWISTON,ME,042400702,,
O20020814000009,12 HIGH STREET SUITE 102,,LEWISTON,ME,042407676,,
O20020814000009,12 HIGH STREET SUITE 302,,LEWISTON,ME,042407676,,
O20020814000009,12 HIGH STREET SUITE 400,,LEWISTON,ME,042407676,,
O20020814000009,12 HIGH STREET SUITE 401,,LEWISTON,ME,042407676,,
O20020814000009,126 SHAKER RD,,GRAY,ME,040399629,,
O20020814000009,17 HIGH ST,STE 1A,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 1B,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 2,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 4,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 6,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 7,LEWISTON,ME,042407614,,
O20020814000009,17 HIGH ST,STE 8,LEWISTON,ME,042407614,,
O20020814000009,190 STETSON ROAD,,AUBURN,ME,042107813,,
O20020814000009,23 BOWDOIN STREET,,MANCHESTER,ME,043513554,,
O20020814000009,25 BOWDOIN ST,,MANCHESTER,ME,043513554,,
O20020814000009,364 MAINE STREET,,POLAND,ME,042745109,,
O20020814000009,4 HORTON PL,,TOPSHAM,ME,040861747,,
O20020814000009,685 SABATTUS ST,,LEWISTON,ME,042403831,,
O20020814000009,690 MINOT AVE,STE 1,AUBURN,ME,042103922,,
O20020814000009,690 MINOT AVE,STE 2,AUBURN,ME,042103922,,
O20020814000009,690 MINOT AVE,STE 3,AUBURN,ME,042103922,,
O20020814000009,76 HIGH ST,STE 200,LEWISTON,ME,042407691,,
O20020814000009,76 HIGH ST,STE 300,LEWISTON,ME,042407591,,
O20020814000009,76 HIGH STREET 1ST FLOOR,,LEWISTON,ME,042407649,,
O20020814000009,77 BATES ST,STE 210,LEWISTON,ME,042407637,,
O20020814000009,77 BATES STREET SUITE 201,,LEWISTON,ME,042407637,,
O20020814000009,77 BATES STREET SUITE 202,,LEWISTON,ME,042407637,,
O20020814000009,789 MINOT AVENUE,,AUBURN,ME,042103924,,
O20020815000027,95 LINCOLN ST,,WORCESTER,MA,016052431,,OUTPATIENT SERVICES
O20020821000019,22 LEWIS BAY ROAD,PRIMARY CARE INTERNISTS,HYANNIS,MA,026015238,,
O20020821000019,40 QUINLAN WAY 150,CAPE COD HOSPITAL OBGYN,HYANNIS,MA,026015232,,
O20020821000019,46 NORTH STREET SUITE 3,CAPE COD HOSPITAL PAIN CENTER,HYANNIS,MA,026013845,,
O20020821000019,525 LONG POND DRIVE SUITE 200,CAPE COD HOSPITAL IMAGING,HARWICH,MA,026451227,,
O20020821000019,525 LONG POND DRIVE SUITE 700,CAPE COD HOSPITAL MOBILE MRI,HARWICH,MA,026451227,,
O20020821000019,90 TER HEUN DRIVE 1ST FLOOR,THE CLARK CENTER,FALMOUTH,MA,025402533,,
O20020821000019,CAPE COD HOSPITAL MEDICAL SERVICES,"905 ATTUCKS LANE, 1ST FLOOR SUITES A & B",HYANNIS,MA,026018146,OPT EXTENSION SITE,
O20020821000019,CAPE COD HOSPITAL REHAB CENTER,21 OLD COLONY WAY,ORLEANS,MA,026533213,OPT EXTENSION SITE,
O20020821000019,CCH CARDIAC DIAGNOSTIC & REHAB SERVICES,"25 MAIN STREET, 1ST & 2ND FL",HYANNIS,MA,026013129,OPT EXTENSION SITE,
O20020821000019,OPPENHEIM MEDICAL BUILDING,"1629 MAIN STREET, 1ST FLOOR",CHATHAM,MA,026332711,OPT EXTENSION SITE,
O20020821000019,WILKENS MEDICAL COMPLEX,35 WILKENS LANE,BARNSTABLE,MA,026012082,OPT EXTENSION SITE,
O20020827000002,1560 UNIVERSITY AVE,,DUBUQUE,IA,520014790,,
O20020827000002,1665 EMBASSY WEST DR,STE 250,DUBUQUE,IA,520022281,,
O20020827000002,2255 JFK RD,STE 100,DUBUQUE,IA,520022947,OPT EXTENSION SITE,
O20020827000002,350 N GRANDVIEW AVE,STE 2200,DUBUQUE,IA,520016388,,
O20020827000002,4005 WESTMARK DR,STE 320,DUBUQUE,IA,520022271,,
O20020904000011,1895 WALT WHITMAN RD,,MELVILLE,NY,11747,OPT EXTENSION SITE,
O20020904000011,2100 MIDDLE COUNTRY RD,,CENTEREACH,NY,11720,OPT EXTENSION SITE,
O20020904000011,240 MIDDLE COUNTRY RD,,SMITHTOWN,NY,11787,OPT EXTENSION SITE,
O20020904000011,3 TECHNOLOGY DR,,EAST SETAUKET,NY,117334064,OPT EXTENSION SITE,
O20020904000011,3279 VETERANS MEMORIAL HWY,,RONKONKOMA,NY,117797673,OPT EXTENSION SITE,
O20020904000011,500 COMMACK RD,,COMMACK,NY,117255020,OPT EXTENSION SITE,
O20020904000011,501A W MONTAUK HWY,,WEST BABYLON,NY,117048308,OPT EXTENSION SITE,
O20020904000011,77 ROUTE 112,,PATCHOGUE,NY,11772,OPT EXTENSION SITE,
O20020912000021,12 E APPLEBY RD,STE 101,FAYETTEVILLE,AR,727033928,,
O20020912000021,"3 E APPLEBY ROAD, SUITE 104",,FAYETTEVILLE,AR,72703,,
O20020912000021,"3017 BOB YOUNKIN DRIVE, SUITE 102",,FAYETTEVILLE,AR,727033927,,
O20020912000021,3873 N PARKVIEW DR,,FAYETTEVILLE,AR,727036286,,
O20020912000021,813 FOUNDERS PARK DRIVE E,,SPRINGDALE,AR,727626314,,
O20020920000016,2841 AVENUE G,STE 200,WHITE CITY,OR,975033030,,
O20020920000016,2859 STATE ST,STE 101,MEDFORD,OR,975048495,,
O20020920000016,2868 CREEKSIDE CIR,,MEDFORD,OR,975048442,,
O20020920000016,2911 SISKIYOU BLVD,,MEDFORD,OR,975048179,,
O20020920000016,3011 E BARNETT RD,,MEDFORD,OR,975048301,,
O20020920000016,520 MEDICAL CENTER DR,STE 100,MEDFORD,OR,975044334,,
O20020920000016,520 MEDICAL CENTER DR,STE 150,MEDFORD,OR,975044312,,
O20020920000016,555 BLACK OAK DR,STE 100,MEDFORD,OR,975048491,,
O20020920000016,555 BLACK OAK DR,STE 110,MEDFORD,OR,975048491,,
O20020920000016,555 BLACK OAK DR,STE 230,MEDFORD,OR,975048491,,
O20020920000016,555 BLACK OAK DR,STE 310,MEDFORD,OR,975048491,,
O20020920000016,555 BLACK OAK DR,STE 400,MEDFORD,OR,975048491,,
O20020920000016,691 MURPHY RD,STE 105,MEDFORD,OR,975044311,,
O20020920000016,692 MURPHY RD,,MEDFORD,OR,975048310,,
O20020920000016,781 BLACK OAK DR,STE 101,MEDFORD,OR,975049501,,
O20020921000005,198 VILLAGE CENTER BLVD,,MYRTLE BEACH,SC,295796618,,
O20020921000005,2200 CROW LN,,MYRTLE BEACH,SC,295771663,,
O20020921000005,4017 HIGHWAY 17,,MURRELLS INLET,SC,295765032,,
O20020921000005,4040 HIGHWAY 17,STE 101,MURRELLS INLET,SC,295765098,,
O20020921000005,4040 HIGHWAY 17,STE 301,MURRELLS INLET,SC,295765098,,
O20020921000005,4040 HIGHWAY 17,UNIT 102,MURRELLS INLET,SC,295765098,,
O20020921000005,4040 HIGHWAY 17,UNIT 103,MURRELLS INLET,SC,295765098,,
O20020921000005,4040 HIGHWAY 17,UNIT 203,MURRELLS INLET,SC,295765098,,
O20020921000005,4040 HIGHWAY 17,UNIT 206,MURRELLS INLET,SC,295765098,,
O20020921000005,4181 HIGHWAY 17,,MURRELLS INLET,SC,295765019,,
O20021002000017,2095 W VISTA WAY,STE 101 AND SUITE 111,VISTA,CA,920836028,OPT EXTENSION SITE,
O20021002000017,2124 S EL CAMINO REAL,STE 100,OCEANSIDE,CA,920546211,OPT EXTENSION SITE,
O20021002000017,3925 WARING RD,STE C,OCEANSIDE,CA,920564459,OPT EXTENSION SITE,
O20021002000017,510 W VISTA WAY,,VISTA,CA,920835704,OPT EXTENSION SITE,
O20021002000017,6250 EL CAMINO REAL,,CARLSBAD,CA,920091603,OPT EXTENSION SITE,
O20021002000017,6260 EL CAMINO REAL,,CARLSBAD,CA,920091603,OPT EXTENSION SITE,
O20021003000011,1400 29TH ST S,,GREAT FALLS,MT,594055353,,
O20021003000011,1509 29TH ST S,,GREAT FALLS,MT,594055363,,
O20021003000011,1600 DIVISION RD,,GREAT FALLS,MT,594041921,,
O20021003000011,3000 15TH AVE S,,GREAT FALLS,MT,594055240,,
O20021007000032,512 VICTORIA LN 5,,HARLINGEN,TX,785503227,,
O20021007000032,5505S EXPRESSWAY 77 100,,HARLINGEN,TX,785503223,,HOSPITAL OUTPATIENT DEPARTMENT
O20021009000006,101 RIDGE ST,,GLENS FALLS,NY,128013624,,
O20021009000006,102 PARK ST,,GLENS FALLS,NY,128014403,,
O20021009000006,1134 STATE ROUTE 29,FL 1,GREENWICH,NY,128346107,,
O20021009000006,1299 ROUTE 9,,GANSEVOORT,NY,128311560,OPT EXTENSION SITE,
O20021009000006,13 PALMER AVE,,CORINTH,NY,128221145,,
O20021009000006,135 NORTH RD,,WILTON,NY,128311308,,
O20021009000006,14 HUDSON AVE,,GLENS FALLS,NY,128014448,,
O20021009000006,16 PEARL ST,,GLENS FALLS,NY,128013636,OPT EXTENSION SITE,
O20021009000006,17 MAIN ST,,QUEENSBURY,NY,128044007,,
O20021009000006,2 BROAD ST,,GLENS FALLS,NY,128014327,,
O20021009000006,2 COUNTRY CLUB RD,,QUEENSBURY,NY,128041702,,
O20021009000006,211 CHURCH ST,,SARATOGA SPRINGS,NY,128661003,,
O20021009000006,213 MAIN ST,,SALEM,NY,128653107,,
O20021009000006,22 WILLOWBROOK RD,,QUEENSBURY,NY,128045876,,
O20021009000006,3 CARE LN,STE 300,SARATOGA SPRINGS,NY,128668636,,
O20021009000006,3 COUNTRY CLUB RD,,QUEENSBURY,NY,128044413,,
O20021009000006,325 MAIN ST,,HUDSON FALLS,NY,128391512,,
O20021009000006,35 GILBERT ST,,CAMBRIDGE,NY,128162618,,
O20021009000006,4 IRONGATE CTR,58 ELM ST,GLENS FALLS,NY,128013471,,
O20021009000006,6 HEARTS WAY,,QUEENSBURY,NY,128045925,,
O20021009000006,6 MEDICAL PARK DR,,MALTA,NY,120205051,,
O20021009000006,65 POULTNEY ST,,WHITEHALL,NY,128871543,,
O20021009000006,79 NORTH ST,,GRANVILLE,NY,128321137,,
O20021009000006,90 SOUTH ST,,GLENS FALLS,NY,128014353,OPT EXTENSION SITE,
O20021011000002,3237 S 16TH ST FL 5,,MILWAUKEE,WI,532154526,,
O20021015000013,115 MALL DR,,HANFORD,CA,932305786,,
O20021015000013,1190 OLIVEWOOD DR,STE A,MERCED,CA,953481256,,
O20021015000013,1303 E HERNDON AVE,,FRESNO,CA,937203309,,
O20021015000013,333 MERCY AVE,,MERCED,CA,953408319,,
O20021015000013,41169 GOODWIN WAY,,MADERA,CA,936368766,,
O20021015000013,9325 VALLEY CHILDRENS PL,,MADERA,CA,936368780,,
O20021018000014,3410 WORTH ST,STE 250 SAMMONS CANCER CENTER,DALLAS,TX,752462073,,
O20021018000014,3410 WORTH ST,STE 850 SAMMONS CANCER CENTER,DALLAS,TX,752462064,,
O20021018000014,"3410 WORTH ST, STE 200",SAMMONS CANCER CENTER,DALLAS,TX,752462008,,
O20021018000014,3600 GASTON AVE,STE 210 BARNETT TOWER,DALLAS,TX,752461822,,
O20021018000014,3600 GASTON AVE,STE 260 WADLEY TOWER,DALLAS,TX,752461801,,
O20021018000014,3600 GASTON AVE,STE 360 WADLEY TOWER,DALLAS,TX,752461903,,
O20021018000014,3900 JUNIUS ST,STE 200,DALLAS,TX,752461629,,
O20021018000014,9101 N CENTRAL EXPY,STE 200,DALLAS,TX,752315945,,
O20021018000014,9101 N CENTRAL EXPY,STE 230,DALLAS,TX,752316079,,
O20021018000014,9101 N CENTRAL EXPY,STE 400,DALLAS,TX,752316009,,
O20021021000020,107 E CHESTNUT ST,STE 106,ROME,NY,134402834,,
O20021021000020,107 E. CHESTNUT STREET,CHESTNUT COMMONS PT,ROME,NY,134402844,OPT EXTENSION SITE,
O20021021000020,107 E. CHESTNUT STREET,ROME MEMORIAL - MEDICAL IMAGING,ROME,NY,134402844,,
O20021021000020,13407 STATE ROUTE 12,BOONVILLE FAMILY CARE,BOONVILLE,NY,133092844,,
O20021021000020,155 W. DOMINICK STREET,PRIME CARE CLINIC,ROME,NY,134402844,,
O20021021000020,1617N JAMES ST,,ROME,NY,134402852,,
O20021021000020,1801 BLACK RIVER RD,ROME MEMORIAL - MEDICAL IMAGING,ROME,NY,134402844,,
O20021021000020,1819 BLACK RIVER N BLVD,DELTA MEDICAL,ROME,NY,134402451,,
O20021021000020,267 HILL RD,RMH REGIONAL CENTER FOR WOUND CARE,ROME,NY,134414203,,
O20021021000020,5 MASONIC AVE,CAMDEN FAMILY CARE,CAMDEN,NY,133161234,,
O20021022000016,1600 W COLLEGE ST,STE 435,GRAPEVINE,TX,760513587,,
O20021022000016,1600 W COLLEGE ST,STE 680,GRAPEVINE,TX,760513581,,
O20021022000016,1615 LANCASTER DR,STE 150,GRAPEVINE,TX,760512111,,
O20021022000016,1631 LANCASTER DR,STE 130,GRAPEVINE,TX,760513586,,
O20021022000020,2001 N MACARTHUR BLVD,STE 120,IRVING,TX,750612250,,
O20021022000020,2001 N MACARTHUR BLVD,STE 140,IRVING,TX,750612250,,
O20021022000020,2001 N MACARTHUR BLVD,STE 250,IRVING,TX,750612284,,
O20021022000020,2001 N MACARTHUR BLVD,STE 320,IRVING,TX,750612253,,
O20021022000020,2001 N MACARTHUR BLVD,STE 360,IRVING,TX,750612256,,
O20021022000020,400 W INTERSTATE HWY 635,STE 130,IRVING,TX,750633700,,
O20021022000020,440 W INTERSTATE HWY 635,STE 120A,IRVING,TX,750633766,,
O20021022000020,440 W INTERSTATE HWY 635,STE 205,IRVING,TX,750633772,,
O20021023000005,1250 8TH AVE,STE 545,FORT WORTH,TX,761044160,,
O20021023000005,1420 8TH AVE,STE 101,FORT WORTH,TX,761044138,,
O20021023000005,1420 8TH AVE STE 103,AND LUNG DISEASE CENTER - FORT WORTH,FORT WORTH,TX,761044138,,
O20021025000024,1003 21ST ST,,MILFORD,IA,513517414,,
O20021025000024,2301 HWY 71 SOUTH SUITE C,,SPIRIT LAKE,IA,513601158,,
O20021025000024,2309 23RD ST,,SPIRIT LAKE,IA,513600001,,
O20021025000024,2408 ZENITH AVE,STE E,SPIRIT LAKE,IA,513601068,,
O20021025000024,2700 23RD ST,,SPIRIT LAKE,IA,513601158,,
O20021028000028,105 S STATE ST STE 113,,ABERDEEN,SD,574014502,,
O20021028000028,105 S STATE ST STE 201,,ABERDEEN,SD,574014502,,
O20021028000028,105 S STATE ST STE 204,,ABERDEEN,SD,574014501,,
O20021028000028,201 S LLOYD ST,STE E206,ABERDEEN,SD,574014509,,
O20021028000028,310 S PENNSYLVANIA ST,STE 105,ABERDEEN,SD,574014553,,
O20021028000028,310 S PENNSYLVANIA ST STE 201,,ABERDEEN,SD,574014553,,
O20021028000028,310 S PENNSYLVANIA ST STE 202,,ABERDEEN,SD,574014553,,
O20021028000028,310 S PENNSYLVANIA ST STE 203,,ABERDEEN,SD,574014553,,
O20021028000028,310 S PENNSYLVANIA ST STE 204,,ABERDEEN,SD,574014553,,
O20021028000028,620 3RD AVE SE,,ABERDEEN,SD,574014554,,
O20021028000028,701 8TH AVE NW STE B,,ABERDEEN,SD,574011865,,
O20021028000028,701 8TH AVE NW STE C,,ABERDEEN,SD,574011865,,
O20021028000028,701 8TH NW AVE A,,ABERDEEN,SD,574011865,,
O20021028000028,8 E US HIGHWAY 12,,GROTON,SD,574452176,,
O20021028000028,805 1ST AVE SE,,ABERDEEN,SD,574014611,,
O20021028000028,820 1ST AVE SE STE 100,,ABERDEEN,SD,574014604,,
O20021030000000,101S WASHINGTON ST,,CASTALIA,OH,448249262,,
O20021030000000,1200 PROSPECT ST,STE 101,SANDUSKY,OH,448703366,,
O20021030000000,1221 HAYES AVE,STE B,SANDUSKY,OH,448703345,,
O20021030000000,1221 HAYES AVE,STE F,SANDUSKY,OH,448703345,,
O20021030000000,1221 HAYES AVE,STE G,SANDUSKY,OH,448703345,,
O20021030000000,1221 HAYES AVE,STE J,SANDUSKY,OH,448703345,,
O20021030000000,1401 BONE CREEK DR,,SANDUSKY,OH,448707267,,
O20021030000000,1470 W MCPHERSON HWY,,CLYDE,OH,434101010,,
O20021030000000,1912 HAYES AVE,,SANDUSKY,OH,448704736,,
O20021030000000,1925 HAYES AVE,,SANDUSKY,OH,448704737,,
O20021030000000,2500 W STRUB RD,STE 130,SANDUSKY,OH,448705390,,
O20021030000000,2520 COLUMBUS AVE,STE C,SANDUSKY,OH,448705547,,
O20021030000000,2520 COLUMBUS AVE,STE D,SANDUSKY,OH,448705547,,
O20021030000000,2801 CLEVELAND RD,,SANDUSKY,OH,448704416,,
O20021030000000,290 PROGRESS DR,STE B,BELLEVUE,OH,448119099,,
O20021030000000,290 PROGRESS DR,STE D,BELLEVUE,OH,448119099,,
O20021030000000,292 BENEDICT AVE,,NORWALK,OH,448572374,,
O20021030000000,302 WILLIAMS ST,,HURON,OH,448391648,,
O20021030000000,335 BUCKEYE BLVD.,,PORT CLINTON,OH,434521043,,
O20021030000000,348 MILAN AVE,STE 2,NORWALK,OH,448571173,,
O20021030000000,3960 E HARBOR RD,,PORT CLINTON,OH,434522670,,
O20021030000000,5420 MILAN RD,STE D,SANDUSKY,OH,448705846,,
O20021030000000,615 FULTON ST,,PORT CLINTON,OH,434522001,,
O20021030000000,6150 PARK SQUARE DR,STE B,LORAIN,OH,440534153,,
O20021030000000,675 BARTSON RD,,FREMONT,OH,434209672,,
O20021030000000,701 TYLER ST,,SANDUSKY,OH,448703321,,
O20021030000000,703 TYLER ST,STE 151,SANDUSKY,OH,448703392,,
O20021030000000,703 TYLER ST,STE 152,SANDUSKY,OH,448703392,,
O20021030000000,703 TYLER ST,STE 251,SANDUSKY,OH,448703390,,
O20021030000000,703 TYLER ST,STE 252,SANDUSKY,OH,448703390,,
O20021030000000,703 TYLER ST,STE 350,SANDUSKY,OH,448703391,,
O20021030000000,703 TYLER ST,STE 350A,SANDUSKY,OH,448703391,,
O20021030000000,703 TYLER ST,STE 351,SANDUSKY,OH,448703391,,
O20021030000000,703 TYLER ST,STE 352,SANDUSKY,OH,448703391,,
O20021030000000,76 ASHWOOD DR,,TIFFIN,OH,448831908,,
O20021030000000,97 HOUPT DRIVE,SUITE W,UPPER SANDUSKY,OH,433511664,,
O20021107000016,10310 MILLER DR,,GALESBURG,MI,490539556,,
O20021107000016,117 W PATERSON ST,,KALAMAZOO,MI,490072557,,
O20021107000016,125 W WALNUT ST,,KALAMAZOO,MI,490075239,OPT EXTENSION SITE,
O20021107000016,13320 N BOULEVARD ST,,VICKSBURG,MI,490971514,,
O20021107000016,13322 N BOULEVARD ST,,VICKSBURG,MI,490971525,OPT EXTENSION SITE,
O20021107000016,1387 E M 89,STE C,OTSEGO,MI,490789301,OPT EXTENSION SITE,
O20021107000016,1535 GULL RD,STE 150,KALAMAZOO,MI,490481659,,
O20021107000016,1634 GULL RD,LOWR 201,KALAMAZOO,MI,490481632,,
O20021107000016,1820 SHAFFER ST,,KALAMAZOO,MI,490481656,,
O20021107000016,2600 W CENTRE AVE,,PORTAGE,MI,490244828,,
O20021107000016,2640 W CENTRE AVE,,PORTAGE,MI,490244828,,
O20021107000016,2680 W CENTRE AVE,,PORTAGE,MI,490244828,,
O20021107000016,2700 E CENTRE AVE,,PORTAGE,MI,490025500,,
O20021107000016,2854 S 11TH ST,,KALAMAZOO,MI,490092129,,
O20021107000016,2854 S 11TH ST,STE B,KALAMAZOO,MI,490092129,,
O20021107000016,291 W CENTRE AVE,,PORTAGE,MI,490245353,OPT EXTENSION SITE,
O20021107000016,315 TURWILL LN,,KALAMAZOO,MI,490064231,OPT EXTENSION SITE,
O20021107000016,3200 W CENTRE AVE,STE 203,PORTAGE,MI,490244889,,
O20021107000016,3300 W CENTRE AVE,,PORTAGE,MI,490244666,,
O20021107000016,3304 COOLEY CT,,PORTAGE,MI,490247430,,
O20021107000016,3770 CAPITAL AVE SW,STE A,BATTLE CREEK,MI,490159411,,
O20021107000016,403 S US HIGHWAY 131,,THREE RIVERS,MI,490938801,OPT EXTENSION SITE,
O20021107000016,451 HEALTH PKWY,,PAW PAW,MI,490798242,,
O20021107000016,451 HEALTH PKWY,STE 100,PAW PAW,MI,490798242,,
O20021107000016,451 HEALTH PKWY,STE C,PAW PAW,MI,490798242,,
O20021107000016,451 HEALTH PKWY,STE D,PAW PAW,MI,490798242,,
O20021107000016,4613 W MAIN ST,STE A,KALAMAZOO,MI,490062698,,
O20021107000016,4613 W MAIN ST,STE C,KALAMAZOO,MI,490062646,OPT EXTENSION SITE,
O20021107000016,4855 W CENTRE AVE,,PORTAGE,MI,490244686,,
O20021107000016,501 S DRAKE RD,,KALAMAZOO,MI,490093234,,
O20021107000016,52375 N MAIN ST,,MATTAWAN,MI,490719332,,
O20021107000016,524 S PARK ST,,KALAMAZOO,MI,490075118,,
O20021107000016,535 S BURDICK ST,STE 160,KALAMAZOO,MI,490076113,,
O20021107000016,5623 GULL RD,STE 400,KALAMAZOO,MI,490481098,,
O20021107000016,5629 STADIUM DR,,KALAMAZOO,MI,490091952,,
O20021107000016,5629 STADIUM DR,STE A,KALAMAZOO,MI,490091952,,
O20021107000016,5629 STADIUM DR,STE B,KALAMAZOO,MI,490091952,,
O20021107000016,5629 STADIUM DR,STE D,KALAMAZOO,MI,490091952,,
O20021107000016,5973 BEATRICE DR,,KALAMAZOO,MI,490099583,,
O20021107000016,601 JOHN ST,STE 100,KALAMAZOO,MI,490075317,,
O20021107000016,601 JOHN ST,STE E-177,KALAMAZOO,MI,490075341,,
O20021107000016,601 JOHN ST,STE M-005,KALAMAZOO,MI,490075381,,
O20021107000016,601 JOHN ST,STE M-020,KALAMAZOO,MI,490075381,,
O20021107000016,601 JOHN ST,STE M-030,KALAMAZOO,MI,490075346,,
O20021107000016,601 JOHN ST,STE M-124,KALAMAZOO,MI,490075377,,
O20021107000016,601 JOHN ST,STE M-170,KALAMAZOO,MI,490075366,,
O20021107000016,601 JOHN ST,STE M-206B,KALAMAZOO,MI,490075359,,
O20021107000016,601 JOHN ST,STE M-206C,KALAMAZOO,MI,490075359,,
O20021107000016,601 JOHN ST,STE M-230,KALAMAZOO,MI,490075365,,
O20021107000016,601 JOHN ST,STE M-273,KALAMAZOO,MI,490075360,,
O20021107000016,601 JOHN ST,STE M-302,KALAMAZOO,MI,490075357,,
O20021107000016,601 JOHN ST,STE M-318,KALAMAZOO,MI,490075383,,
O20021107000016,601 JOHN ST,STE M-325,KALAMAZOO,MI,490075358,,
O20021107000016,601 JOHN ST,STE M-351,KALAMAZOO,MI,490075358,,
O20021107000016,601 JOHN ST,STE M-401,KALAMAZOO,MI,490075353,,
O20021107000016,601 JOHN ST,STE M-424,KALAMAZOO,MI,490075354,,
O20021107000016,601 JOHN ST,STE M-460,KALAMAZOO,MI,490075355,,
O20021107000016,601 JOHN ST,STE M-515,KALAMAZOO,MI,490075352,,
O20021107000016,601 JOHN ST,STE M283A,KALAMAZOO,MI,490075341,,
O20021107000016,601 JOHN ST,STE N1100,KALAMAZOO,MI,490075349,,
O20021107000016,601 JOHN ST,STE N1200,KALAMAZOO,MI,490075318,,
O20021107000016,601 JOHN ST,STE W-308,KALAMAZOO,MI,490075357,,
O20021107000016,601 JOHN ST,STE W-403,KALAMAZOO,MI,490075341,,
O20021107000016,601 S US HIGHWAY 131,,THREE RIVERS,MI,490938831,,
O20021107000016,6210 W MAIN ST,,KALAMAZOO,MI,490098925,OPT EXTENSION SITE,
O20021107000016,6789 ELM VALLEY DR,,KALAMAZOO,MI,490097476,,
O20021107000016,6938 ELM VALLEY DR,STE 101,KALAMAZOO,MI,490097438,,
O20021107000016,7890 OAKLAND DR,,PORTAGE,MI,490244936,,
O20021107000016,7901 S 12TH ST,STE 200,PORTAGE,MI,490243831,,
O20021107000016,805 JOHN ST,,KALAMAZOO,MI,490012854,,
O20021107000016,8088 VINEYARD PKWY,,KALAMAZOO,MI,490093892,,
O20021107000016,820 JOHN ST,STE 201,KALAMAZOO,MI,490012860,,
O20021107000016,8906 M 89,,RICHLAND,MI,490839540,,
O20021107000016,940 JOHN ST,,KALAMAZOO,MI,490012857,,
O20021108000000,100 MOUNTAIN VIEW DRIVE,SUITE 200,CUMMING,GA,300402434,,
O20021108000000,1055 HAW CREEK PKWY,,CUMMING,GA,300416564,,
O20021108000000,1100 NORTHSIDE FORSYTH DRIVE,,CUMMING,GA,300406014,,
O20021108000000,1100 NORTHSIDE FORSYTH DRIVE,SUITE 140,CUMMING,GA,300416016,,
O20021108000000,1100 NORTHSIDE FORSYTH DRIVE,SUITE 230,CUMMING,GA,300416016,,
O20021108000000,1400 NORTHSIDE FORSYTH DR,,CUMMING,GA,300417668,,
O20021108000000,1608 TREE LANE ROAD,"BUILDING D, SUITE 400",SNELLVILLE,GA,300782399,,
O20021108000000,1800 NORTHSIDE FORSYTH DR,,CUMMING,GA,300418416,,
O20021108000000,425 BROAD STREET SE,,GAINESVILLE,GA,305013751,,
O20021108000000,4700 NELSON BROGDON BLVD,SUITE 100,BUFORD,GA,305185403,,
O20021108000000,6630 MCGINNIS FERRY ROAD,SUITE D,JOHNS CREEK,GA,300971563,,
O20021108000000,81 NORTHSIDE DAWSON DR,SUITE 100,DAWSONVILLE,GA,305347164,,
O20021109000000,110 S PARK TER,STE A,EDEN,NC,272885351,,
O20021109000000,1107 S MAIN ST,,REIDSVILLE,NC,273205313,,
O20021109000000,1125 NORTH CHURCH STREET,,GREENSBORO,NC,274011007,,
O20021109000000,1126 N CHURCH ST,STE 300,GREENSBORO,NC,274011037,,
O20021109000000,1126 N. CHURCH STREET,SUITE 103,GREENSBORO,NC,274011035,,
O20021109000000,1126 NORTH CHURCH STREET,SUITE 300,GREENSBORO,NC,274011037,,
O20021109000000,1127 NORTH CHURCH STREET,,GREENSBORO,NC,274011007,,
O20021109000000,1131-C NORTH CHURCH STREET,,GREENSBORO,NC,274011007,,
O20021109000000,1220 MAGNOLIA ST,,GREENSBORO,NC,274011309,,
O20021109000000,1236 HUFFMAN MILL RD,STE 120,BURLINGTON,NC,272158700,,
O20021109000000,1236 HUFFMAN MILL RD,STE 130,BURLINGTON,NC,272158700,,
O20021109000000,1313 CAROLINA ST,STE 101,GREENSBORO,NC,274016002,,
O20021109000000,1319 SPERO RD,STE 101,ASHEBORO,NC,272053144,,
O20021109000000,1331 N ELM ST,STE 300,GREENSBORO,NC,274016303,,
O20021109000000,1635 NC HIGHWAY 66 S,STE 255,KERNERSVILLE,NC,272843855,OPT EXTENSION SITE,
